
0,2019,8,16,0,0,29,'Kensington',94.059998
1,2019,8,16,0,0,58,'Kensington',92.239998
2,2019,8,16,0,0,87,'Kensington',90.300003
3,2019,8,16,0,46,0,'Kensington',89.220001
4,2019,8,16,0,46,29,'Kensington',90.900002
5,2019,8,16,0,46,58,'Kensington',92.440002
6,2019,8,16,0,46,87,'Kensington',91.989998
8,2019,8,16,0,92,29,'Kensington',90.260002
11,2019,8,16,22,0,0,'Kensington',93.150002
12,2019,8,16,22,0,29,'Kensington',93.349998
13,2019,8,16,22,0,58,'Kensington',92.510002
14,2019,8,16,22,0,87,'Kensington',91.660004
15,2019,8,16,22,46,0,'Kensington',90.0
16,2019,8,16,22,46,29,'Kensington',91.660004
17,2019,8,16,22,46,58,'Kensington',92.860001
18,2019,8,16,22,46,87,'Kensington',94.099998
23,2019,8,16,44,0,0,'Kensington',90.110001
31,2019,8,16,44,92,0,'Kensington',90.800003
35,2019,8,26,0,0,0,'Kensington',92.150002
36,2019,8,26,0,0,29,'Kensington',92.989998
37,2019,8,26,0,0,58,'Kensington',92.660004
38,2019,8,26,0,0,87,'Kensington',92.169998
39,2019,8,26,0,46,0,'Kensington',91.400002
40,2019,8,26,0,46,29,'Kensington',91.620003
41,2019,8,26,0,46,58,'Kensington',91.480003
42,2019,8,26,0,46,87,'Kensington',89.989998
44,2019,8,26,0,92,29,'Kensington',91.059998
47,2019,8,26,22,0,0,'Kensington',90.589996
48,2019,8,26,22,0,29,'Kensington',89.730003
49,2019,8,26,22,0,58,'Kensington',90.989998
50,2019,8,26,22,0,87,'Kensington',89.019997
51,2019,8,26,22,46,0,'Kensington',89.529999
52,2019,8,26,22,46,29,'Kensington',91.389999
53,2019,8,26,22,46,58,'Kensington',91.099998
54,2019,8,26,22,46,87,'Kensington',92.480003
60,2019,8,26,44,0,29,'Kensington',90.419998
79,2019,8,36,0,92,0,'Kensington',84.949997
87,2019,8,36,22,46,0,'Kensington',81.459999
88,2019,8,36,22,46,29,'Kensington',80.589996
89,2019,8,36,22,46,58,'Kensington',80.330002
90,2019,8,36,22,46,87,'Kensington',78.839996
99,2019,8,36,44,46,0,'Kensington',81.790001
100,2019,8,36,44,46,29,'Kensington',81.480003
101,2019,8,36,44,46,58,'Kensington',79.480003
102,2019,8,36,44,46,87,'Kensington',79.440002
107,2019,9,1,0,0,0,'Kensington',78.419998
108,2019,9,1,0,0,29,'Kensington',77.599998
109,2019,9,1,0,0,58,'Kensington',78.989998
110,2019,9,1,0,0,87,'Kensington',77.660004
111,2019,9,1,0,46,0,'Kensington',78.440002
112,2019,9,1,0,46,29,'Kensington',80.370003
113,2019,9,1,0,46,58,'Kensington',82.059998
114,2019,9,1,0,46,87,'Kensington',82.150002
119,2019,9,1,22,0,0,'Kensington',83.330002
120,2019,9,1,22,0,29,'Kensington',83.370003
121,2019,9,1,22,0,58,'Kensington',85.080002
122,2019,9,1,22,0,87,'Kensington',86.129997
123,2019,9,1,22,46,0,'Kensington',86.550003
124,2019,9,1,22,46,29,'Kensington',86.150002
125,2019,9,1,22,46,58,'Kensington',84.589996
126,2019,9,1,22,46,87,'Kensington',85.330002
143,2019,9,11,0,0,0,'Kensington',84.839996
144,2019,9,11,0,0,29,'Kensington',85.419998
145,2019,9,11,0,0,58,'Kensington',84.93
146,2019,9,11,0,0,87,'Kensington',83.440002
147,2019,9,11,0,46,0,'Kensington',82.080002
148,2019,9,11,0,46,29,'Kensington',83.949997
149,2019,9,11,0,46,58,'Kensington',83.529999
150,2019,9,11,0,46,87,'Kensington',81.970001
153,2019,9,11,0,92,58,'Kensington',80.879997
155,2019,9,11,22,0,0,'Kensington',83.82
156,2019,9,11,22,0,29,'Kensington',82.879997
157,2019,9,11,22,0,58,'Kensington',83.459999
158,2019,9,11,22,0,87,'Kensington',83.910004
159,2019,9,11,22,46,0,'Kensington',85.599998
160,2019,9,11,22,46,29,'Kensington',84.110001
161,2019,9,11,22,46,58,'Kensington',82.370003
162,2019,9,11,22,46,87,'Kensington',82.989998
179,2019,9,21,0,0,0,'Kensington',79.839996
180,2019,9,21,0,0,29,'Kensington',78.660004
181,2019,9,21,0,0,58,'Kensington',77.080002
182,2019,9,21,0,0,87,'Kensington',79.080002
183,2019,9,21,0,46,0,'Kensington',78.57
184,2019,9,21,0,46,29,'Kensington',79.730003
185,2019,9,21,0,46,58,'Kensington',78.440002
186,2019,9,21,0,46,87,'Kensington',77.099998
188,2019,9,21,0,92,29,'Kensington',78.769997
189,2019,9,21,0,92,58,'Kensington',78.699997
191,2019,9,21,22,0,0,'Kensington',76.480003
192,2019,9,21,22,0,29,'Kensington',76.949997
193,2019,9,21,22,0,58,'Kensington',78.510002
194,2019,9,21,22,0,87,'Kensington',80.129997
195,2019,9,21,22,46,0,'Kensington',79.080002
196,2019,9,21,22,46,29,'Kensington',80.190002
197,2019,9,21,22,46,58,'Kensington',79.459999
198,2019,9,21,22,46,87,'Kensington',79.389999
215,2019,9,31,0,0,0,'Kensington',84.480003
216,2019,9,31,0,0,29,'Kensington',86.040001
217,2019,9,31,0,0,58,'Kensington',84.900002
218,2019,9,31,0,0,87,'Kensington',85.199997
219,2019,9,31,0,46,0,'Kensington',85.730003
220,2019,9,31,0,46,29,'Kensington',86.660004
221,2019,9,31,0,46,58,'Kensington',87.220001
222,2019,9,31,0,46,87,'Kensington',87.620003
224,2019,9,31,0,92,29,'Kensington',88.550003
225,2019,9,31,0,92,58,'Kensington',89.459999
227,2019,9,31,22,0,0,'Kensington',91.57
228,2019,9,31,22,0,29,'Kensington',91.860001
229,2019,9,31,22,0,58,'Kensington',93.059998
230,2019,9,31,22,0,87,'Kensington',91.419998
231,2019,9,31,22,46,0,'Kensington',91.019997
232,2019,9,31,22,46,29,'Kensington',92.5
233,2019,9,31,22,46,58,'Kensington',93.080002
234,2019,9,31,22,46,87,'Kensington',91.279999
243,2019,9,31,44,46,0,'Kensington',91.040001
244,2019,9,31,44,46,29,'Kensington',92.68
245,2019,9,31,44,46,58,'Kensington',94.529999
246,2019,9,31,44,46,87,'Kensington',94.599998
251,2019,10,1,0,0,0,'Kensington',90.68
252,2019,10,1,0,0,29,'Kensington',90.309998
253,2019,10,1,0,0,58,'Kensington',88.639999
254,2019,10,1,0,0,87,'Kensington',88.169998
255,2019,10,1,0,46,0,'Kensington',88.260002
256,2019,10,1,0,46,29,'Kensington',87.300003
257,2019,10,1,0,46,58,'Kensington',88.059998
258,2019,10,1,0,46,87,'Kensington',88.239998
261,2019,10,1,0,92,58,'Kensington',87.059998
263,2019,10,1,22,0,0,'Kensington',85.239998
264,2019,10,1,22,0,29,'Kensington',84.660004
265,2019,10,1,22,0,58,'Kensington',85.589996
266,2019,10,1,22,0,87,'Kensington',86.110001
267,2019,10,1,22,46,0,'Kensington',85.730003
268,2019,10,1,22,46,29,'Kensington',84.860001
269,2019,10,1,22,46,58,'Kensington',84.550003
270,2019,10,1,22,46,87,'Kensington',83.480003
280,2019,10,1,44,46,29,'Kensington',80.199997
281,2019,10,1,44,46,58,'Kensington',81.970001
287,2019,10,11,0,0,0,'Kensington',79.57
288,2019,10,11,0,0,29,'Kensington',79.190002
289,2019,10,11,0,0,58,'Kensington',80.879997
290,2019,10,11,0,0,87,'Kensington',81.480003
291,2019,10,11,0,46,0,'Kensington',79.989998
292,2019,10,11,0,46,29,'Kensington',79.599998
293,2019,10,11,0,46,58,'Kensington',78.860001
294,2019,10,11,0,46,87,'Kensington',80.110001
299,2019,10,11,22,0,0,'Kensington',83.419998
300,2019,10,11,22,0,29,'Kensington',83.199997
301,2019,10,11,22,0,58,'Kensington',81.419998
