"732","Mumbai",2016,1,1,78
"733","Mumbai",2016,1,2,75
"734","Mumbai",2016,1,3,72
"735","Mumbai",2016,1,4,76
"736","Mumbai",2016,1,5,74
"737","Mumbai",2016,1,6,75
"738","Mumbai",2016,1,7,78
"739","Mumbai",2016,1,8,78
"740","Mumbai",2016,1,9,76
"741","Mumbai",2016,1,10,76
"742","Mumbai",2016,1,11,77
"743","Mumbai",2016,1,12,75
"744","Mumbai",2016,1,13,75
"745","Mumbai",2016,1,14,72
"746","Mumbai",2016,1,15,72
"747","Mumbai",2016,1,16,73
"748","Mumbai",2016,1,17,73
"749","Mumbai",2016,1,18,72
"750","Mumbai",2016,1,19,71
"751","Mumbai",2016,1,20,70
"752","Mumbai",2016,1,21,74
"753","Mumbai",2016,1,22,76
"754","Mumbai",2016,1,23,76
"755","Mumbai",2016,1,24,76
"756","Mumbai",2016,1,25,74
"757","Mumbai",2016,1,26,70
"758","Mumbai",2016,1,27,72
"759","Mumbai",2016,1,28,73
"760","Mumbai",2016,1,29,76
"761","Mumbai",2016,1,30,77
"762","Mumbai",2016,1,31,77
"763","Mumbai",2016,2,1,78
"764","Mumbai",2016,2,2,77
"765","Mumbai",2016,2,3,74
"766","Mumbai",2016,2,4,72
"767","Mumbai",2016,2,5,72
"768","Mumbai",2016,2,6,72
"769","Mumbai",2016,2,7,72
"770","Mumbai",2016,2,8,72
"771","Mumbai",2016,2,9,74
"772","Mumbai",2016,2,10,76
"773","Mumbai",2016,2,11,74
"774","Mumbai",2016,2,12,72
"775","Mumbai",2016,2,13,72
"776","Mumbai",2016,2,14,74
"777","Mumbai",2016,2,15,74
"778","Mumbai",2016,2,16,77
"779","Mumbai",2016,2,17,78
"780","Mumbai",2016,2,18,77
"781","Mumbai",2016,2,19,78
"782","Mumbai",2016,2,20,78
"783","Mumbai",2016,2,21,80
"784","Mumbai",2016,2,22,78
"785","Mumbai",2016,2,23,76
"786","Mumbai",2016,2,24,77
"787","Mumbai",2016,2,25,76
"788","Mumbai",2016,2,26,77
"789","Mumbai",2016,2,27,79
"790","Mumbai",2016,2,28,80
"791","Mumbai",2016,2,29,80
"792","Mumbai",2016,3,1,81
"793","Mumbai",2016,3,2,83
"794","Mumbai",2016,3,3,84
"795","Mumbai",2016,3,4,82
"796","Mumbai",2016,3,5,81
"797","Mumbai",2016,3,6,79
"798","Mumbai",2016,3,7,80
"799","Mumbai",2016,3,8,82
"800","Mumbai",2016,3,9,82
"801","Mumbai",2016,3,10,80
"802","Mumbai",2016,3,11,84
"803","Mumbai",2016,3,12,80
"804","Mumbai",2016,3,13,80
"805","Mumbai",2016,3,14,78
"806","Mumbai",2016,3,15,80
"807","Mumbai",2016,3,16,78
"808","Mumbai",2016,3,17,80
"809","Mumbai",2016,3,18,80
"810","Mumbai",2016,3,19,86
"811","Mumbai",2016,3,20,86
"812","Mumbai",2016,3,21,84
"813","Mumbai",2016,3,22,82
"814","Mumbai",2016,3,23,85
"815","Mumbai",2016,3,24,83
"816","Mumbai",2016,3,25,82
"817","Mumbai",2016,3,26,82
"818","Mumbai",2016,3,27,84
"819","Mumbai",2016,3,28,82
"820","Mumbai",2016,3,29,82
"821","Mumbai",2016,3,30,82
"822","Mumbai",2016,3,31,82
"823","Mumbai",2016,4,1,82
"824","Mumbai",2016,4,2,82
"825","Mumbai",2016,4,3,82
"826","Mumbai",2016,4,4,82
"827","Mumbai",2016,4,5,82
"828","Mumbai",2016,4,6,81
"829","Mumbai",2016,4,7,84
"830","Mumbai",2016,4,8,86
"831","Mumbai",2016,4,9,86
"832","Mumbai",2016,4,10,84
"833","Mumbai",2016,4,11,86
"834","Mumbai",2016,4,12,86
"835","Mumbai",2016,4,13,82
"836","Mumbai",2016,4,14,82
"837","Mumbai",2016,4,15,82
"838","Mumbai",2016,4,16,82
"839","Mumbai",2016,4,17,82
"840","Mumbai",2016,4,18,84
"841","Mumbai",2016,4,19,85
"842","Mumbai",2016,4,20,85
"843","Mumbai",2016,4,21,84
"844","Mumbai",2016,4,22,82
"845","Mumbai",2016,4,23,84
"846","Mumbai",2016,4,24,84
"847","Mumbai",2016,4,25,84
"848","Mumbai",2016,4,26,82
"849","Mumbai",2016,4,27,88
"850","Mumbai",2016,4,28,87
"851","Mumbai",2016,4,29,86
"852","Mumbai",2016,4,30,85
"853","Mumbai",2016,5,1,84
"854","Mumbai",2016,5,2,86
"855","Mumbai",2016,5,3,84
"856","Mumbai",2016,5,4,86
"857","Mumbai",2016,5,5,86
"858","Mumbai",2016,5,6,84
"859","Mumbai",2016,5,7,84
"860","Mumbai",2016,5,8,86
"861","Mumbai",2016,5,9,86
"862","Mumbai",2016,5,10,86
"863","Mumbai",2016,5,11,86
"864","Mumbai",2016,5,12,86
"865","Mumbai",2016,5,13,86
"866","Mumbai",2016,5,14,87
"867","Mumbai",2016,5,15,86
"868","Mumbai",2016,5,16,86
"869","Mumbai",2016,5,17,87
"870","Mumbai",2016,5,18,88
"871","Mumbai",2016,5,19,88
"872","Mumbai",2016,5,20,89
"873","Mumbai",2016,5,21,89
"874","Mumbai",2016,5,22,89
"875","Mumbai",2016,5,23,90
"876","Mumbai",2016,5,24,90
"877","Mumbai",2016,5,25,90
"878","Mumbai",2016,5,26,90
"879","Mumbai",2016,5,27,89
"880","Mumbai",2016,5,28,89
"881","Mumbai",2016,5,29,90
"882","Mumbai",2016,5,30,90
"883","Mumbai",2016,5,31,88
"884","Mumbai",2016,6,1,90
"885","Mumbai",2016,6,2,90
"886","Mumbai",2016,6,3,89
"887","Mumbai",2016,6,4,88
"888","Mumbai",2016,6,5,86
"889","Mumbai",2016,6,6,88
"890","Mumbai",2016,6,7,89
"891","Mumbai",2016,6,8,89
"892","Mumbai",2016,6,9,90
"893","Mumbai",2016,6,10,89
"894","Mumbai",2016,6,11,83
"895","Mumbai",2016,6,12,88
"896","Mumbai",2016,6,13,89
"897","Mumbai",2016,6,14,89
"898","Mumbai",2016,6,15,87
"899","Mumbai",2016,6,16,88
"900","Mumbai",2016,6,17,88
"901","Mumbai",2016,6,18,85
"902","Mumbai",2016,6,19,82
"903","Mumbai",2016,6,20,78
"904","Mumbai",2016,6,21,82
"905","Mumbai",2016,6,22,82
"906","Mumbai",2016,6,23,82
"907","Mumbai",2016,6,24,82
"908","Mumbai",2016,6,25,78
