ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,TEMPERATURE
0,2019,8,16,0,0,4,Norwood,27.700001
1,2019,8,16,0,0,8,Norwood,26.530001
2,2019,8,16,0,0,12,Norwood,28.040001
3,2019,8,16,0,0,16,Norwood,26.530001
4,2019,8,16,0,0,20,Norwood,27.51
5,2019,8,16,0,0,24,Norwood,28.1
6,2019,8,16,0,0,28,Norwood,29.389999
7,2019,8,16,0,0,32,Norwood,28.969999
8,2019,8,16,0,0,36,Norwood,26.99
9,2019,8,16,0,0,40,Norwood,28.99
10,2019,8,16,0,0,44,Norwood,27.82
11,2019,8,16,0,0,48,Norwood,28.879999
12,2019,8,16,0,0,52,Norwood,28.99
13,2019,8,16,0,0,56,Norwood,27.700001
14,2019,8,16,0,0,60,Norwood,26.42
15,2019,8,16,0,8,0,Norwood,26.68
16,2019,8,16,0,8,4,Norwood,27.700001
17,2019,8,16,0,8,8,Norwood,27.860001
18,2019,8,16,0,8,12,Norwood,25.950001
19,2019,8,16,0,8,16,Norwood,25.190001
20,2019,8,16,0,8,20,Norwood,24.57
21,2019,8,16,0,8,24,Norwood,26.42
22,2019,8,16,0,8,28,Norwood,27.26
23,2019,8,16,0,8,32,Norwood,28.26
24,2019,8,16,0,8,36,Norwood,29.700001
25,2019,8,16,0,8,40,Norwood,30.219999
26,2019,8,16,0,8,44,Norwood,29.299999
27,2019,8,16,0,8,48,Norwood,30.040001
28,2019,8,16,0,8,52,Norwood,30.59
29,2019,8,16,0,8,56,Norwood,30.26
30,2019,8,16,0,8,60,Norwood,31.190001
31,2019,8,16,0,16,0,Norwood,30.08
32,2019,8,16,0,16,4,Norwood,28.24
33,2019,8,16,0,16,8,Norwood,27.059999
34,2019,8,16,0,16,12,Norwood,25.129999
35,2019,8,16,0,16,16,Norwood,25.5
36,2019,8,16,0,16,20,Norwood,24.33
37,2019,8,16,0,16,24,Norwood,22.84
38,2019,8,16,0,16,28,Norwood,23.389999
39,2019,8,16,0,16,32,Norwood,24.91
40,2019,8,16,0,16,36,Norwood,25.59
41,2019,8,16,0,16,40,Norwood,26.57
42,2019,8,16,0,16,44,Norwood,27.15
43,2019,8,16,0,16,48,Norwood,26.5
44,2019,8,16,0,16,52,Norwood,24.700001
45,2019,8,16,0,16,56,Norwood,23.15
46,2019,8,16,0,16,60,Norwood,21.59
47,2019,8,16,0,24,0,Norwood,19.860001
48,2019,8,16,0,24,4,Norwood,19.370001
49,2019,8,16,0,24,8,Norwood,18.059999
50,2019,8,16,0,24,12,Norwood,17.790001
51,2019,8,16,0,24,16,Norwood,19.51
52,2019,8,16,0,24,20,Norwood,17.799999
53,2019,8,16,0,24,24,Norwood,16.530001
54,2019,8,16,0,24,28,Norwood,16.370001
55,2019,8,16,0,24,32,Norwood,15.08
56,2019,8,16,0,24,36,Norwood,15.99
57,2019,8,16,0,24,40,Norwood,14.55
58,2019,8,16,0,24,44,Norwood,16.040001
59,2019,8,16,0,24,48,Norwood,14.35
60,2019,8,16,0,24,52,Norwood,16.24
61,2019,8,16,0,24,56,Norwood,18.15
62,2019,8,16,0,24,60,Norwood,17.77
63,2019,8,16,0,32,0,Norwood,19.51
64,2019,8,16,0,32,4,Norwood,18.620001
65,2019,8,16,0,32,8,Norwood,20.57
66,2019,8,16,0,32,12,Norwood,18.620001
67,2019,8,16,0,32,16,Norwood,19.73
68,2019,8,16,0,32,20,Norwood,18.42
69,2019,8,16,0,32,24,Norwood,19.84
70,2019,8,16,0,32,28,Norwood,21.299999
71,2019,8,16,0,32,32,Norwood,23.219999
72,2019,8,16,0,32,36,Norwood,22.4
73,2019,8,16,0,32,40,Norwood,22.91
74,2019,8,16,0,32,44,Norwood,24.219999
75,2019,8,16,0,32,48,Norwood,23.57
76,2019,8,16,0,32,52,Norwood,24.1
77,2019,8,16,0,32,56,Norwood,25.190001
78,2019,8,16,0,32,60,Norwood,25.93
79,2019,8,16,0,40,0,Norwood,27.620001
80,2019,8,16,0,40,4,Norwood,28.389999
81,2019,8,16,0,40,8,Norwood,29.620001
82,2019,8,16,0,40,12,Norwood,29.1
83,2019,8,16,0,40,16,Norwood,30.280001
84,2019,8,16,0,40,20,Norwood,29.879999
85,2019,8,16,0,40,24,Norwood,29.040001
86,2019,8,16,0,40,28,Norwood,27.299999
87,2019,8,16,0,40,32,Norwood,25.35
88,2019,8,16,0,40,36,Norwood,25.280001
89,2019,8,16,0,40,40,Norwood,25.620001
90,2019,8,16,0,40,44,Norwood,24.02
91,2019,8,16,0,40,48,Norwood,25.5
92,2019,8,16,0,40,52,Norwood,24.84
93,2019,8,16,0,40,56,Norwood,23.860001
94,2019,8,16,0,40,60,Norwood,22.57
95,2019,8,16,0,48,0,Norwood,22.73
96,2019,8,16,0,48,4,Norwood,21.549999
97,2019,8,16,0,48,8,Norwood,21.299999
98,2019,8,16,0,48,12,Norwood,22.459999
99,2019,8,16,0,48,16,Norwood,24.440001
100,2019,8,16,0,48,20,Norwood,23.459999
101,2019,8,16,0,48,24,Norwood,23.530001
102,2019,8,16,0,48,28,Norwood,23.42
103,2019,8,16,0,48,32,Norwood,21.66
104,2019,8,16,0,48,36,Norwood,21.24
105,2019,8,16,0,48,40,Norwood,20.129999
106,2019,8,16,0,48,44,Norwood,22.02
107,2019,8,16,0,48,48,Norwood,22.75
108,2019,8,16,0,48,52,Norwood,22.33
109,2019,8,16,0,48,56,Norwood,24.200001
110,2019,8,16,0,48,60,Norwood,22.99
111,2019,8,16,0,56,0,Norwood,23.059999
112,2019,8,16,0,56,4,Norwood,23.549999
113,2019,8,16,0,56,8,Norwood,23.5
114,2019,8,16,0,56,12,Norwood,22.26
115,2019,8,16,0,56,16,Norwood,20.73
116,2019,8,16,0,56,20,Norwood,18.950001
117,2019,8,16,0,56,24,Norwood,20.02
118,2019,8,16,0,56,28,Norwood,21.799999
119,2019,8,16,0,56,32,Norwood,20.99
120,2019,8,16,0,56,36,Norwood,19.35
121,2019,8,16,0,56,40,Norwood,20.440001
122,2019,8,16,0,56,44,Norwood,19.4
123,2019,8,16,0,56,48,Norwood,18.059999
124,2019,8,16,0,56,52,Norwood,17.059999
125,2019,8,16,0,56,56,Norwood,17.42
126,2019,8,16,0,56,60,Norwood,18.370001
127,2019,8,16,0,64,0,Norwood,18.99
128,2019,8,16,0,64,4,Norwood,18.66
129,2019,8,16,0,64,8,Norwood,20.33
130,2019,8,16,0,64,12,Norwood,21.93
131,2019,8,16,0,64,16,Norwood,22.0
132,2019,8,16,0,64,20,Norwood,22.48
133,2019,8,16,0,64,24,Norwood,22.620001
134,2019,8,16,0,64,28,Norwood,20.620001
135,2019,8,16,0,64,32,Norwood,18.73
136,2019,8,16,0,64,36,Norwood,17.15
137,2019,8,16,0,64,40,Norwood,17.4
138,2019,8,16,0,64,44,Norwood,18.15
139,2019,8,16,0,64,48,Norwood,18.059999
140,2019,8,16,0,64,52,Norwood,17.02
141,2019,8,16,0,64,56,Norwood,17.42
142,2019,8,16,0,64,60,Norwood,16.9
143,2019,8,16,8,0,0,Norwood,15.17
144,2019,8,16,8,0,4,Norwood,13.22
145,2019,8,16,8,0,8,Norwood,13.91
146,2019,8,16,8,0,12,Norwood,15.1
147,2019,8,16,8,0,16,Norwood,16.17
148,2019,8,16,8,0,20,Norwood,14.31
149,2019,8,16,8,0,24,Norwood,16.17
150,2019,8,16,8,0,28,Norwood,16.59
151,2019,8,16,8,0,32,Norwood,18.42
152,2019,8,16,8,0,36,Norwood,19.280001
153,2019,8,16,8,0,40,Norwood,17.969999
154,2019,8,16,8,0,44,Norwood,17.51
155,2019,8,16,8,0,48,Norwood,17.4
156,2019,8,16,8,0,52,Norwood,18.110001
157,2019,8,16,8,0,56,Norwood,16.700001
158,2019,8,16,8,0,60,Norwood,17.5
159,2019,8,16,8,8,0,Norwood,18.370001
160,2019,8,16,8,8,4,Norwood,20.17
161,2019,8,16,8,8,8,Norwood,21.6
162,2019,8,16,8,8,12,Norwood,22.549999
163,2019,8,16,8,8,16,Norwood,21.02
164,2019,8,16,8,8,20,Norwood,21.299999
165,2019,8,16,8,8,24,Norwood,22.59
166,2019,8,16,8,8,28,Norwood,23.110001
167,2019,8,16,8,8,32,Norwood,24.4
168,2019,8,16,8,8,36,Norwood,24.370001
169,2019,8,16,8,8,40,Norwood,22.370001
170,2019,8,16,8,8,44,Norwood,22.709999
171,2019,8,16,8,8,48,Norwood,23.5
172,2019,8,16,8,8,52,Norwood,22.969999
173,2019,8,16,8,8,56,Norwood,24.6
174,2019,8,16,8,8,60,Norwood,24.77
175,2019,8,16,8,16,0,Norwood,25.15
176,2019,8,16,8,16,4,Norwood,24.51
177,2019,8,16,8,16,8,Norwood,26.389999
178,2019,8,16,8,16,12,Norwood,27.42
179,2019,8,16,8,16,16,Norwood,26.860001
180,2019,8,16,8,16,20,Norwood,26.51
181,2019,8,16,8,16,24,Norwood,26.639999
182,2019,8,16,8,16,28,Norwood,25.309999
183,2019,8,16,8,16,32,Norwood,24.51
184,2019,8,16,8,16,36,Norwood,24.15
185,2019,8,16,8,16,40,Norwood,25.84
186,2019,8,16,8,16,44,Norwood,26.93
187,2019,8,16,8,16,48,Norwood,28.299999
188,2019,8,16,8,16,52,Norwood,28.08
189,2019,8,16,8,16,56,Norwood,26.6
190,2019,8,16,8,16,60,Norwood,25.4
191,2019,8,16,8,24,0,Norwood,26.790001
192,2019,8,16,8,24,4,Norwood,25.82
193,2019,8,16,8,24,8,Norwood,25.99
194,2019,8,16,8,24,12,Norwood,27.799999
195,2019,8,16,8,24,16,Norwood,28.309999
196,2019,8,16,8,24,20,Norwood,26.879999
197,2019,8,16,8,24,24,Norwood,25.6
198,2019,8,16,8,24,28,Norwood,25.35
199,2019,8,16,8,24,32,Norwood,24.57
200,2019,8,16,8,24,36,Norwood,24.040001
201,2019,8,16,8,24,40,Norwood,24.02
202,2019,8,16,8,24,44,Norwood,23.190001
203,2019,8,16,8,24,48,Norwood,24.57
204,2019,8,16,8,24,52,Norwood,25.219999
205,2019,8,16,8,24,56,Norwood,23.77
206,2019,8,16,8,24,60,Norwood,24.59
207,2019,8,16,8,32,0,Norwood,24.799999
208,2019,8,16,8,32,4,Norwood,24.35
209,2019,8,16,8,32,8,Norwood,22.549999
210,2019,8,16,8,32,12,Norwood,21.219999
211,2019,8,16,8,32,16,Norwood,22.190001
212,2019,8,16,8,32,20,Norwood,20.879999
213,2019,8,16,8,32,24,Norwood,21.73
214,2019,8,16,8,32,28,Norwood,20.73
215,2019,8,16,8,32,32,Norwood,21.73
216,2019,8,16,8,32,36,Norwood,20.110001
217,2019,8,16,8,32,40,Norwood,22.02
218,2019,8,16,8,32,44,Norwood,22.35
219,2019,8,16,8,32,48,Norwood,22.700001
220,2019,8,16,8,32,52,Norwood,21.700001
221,2019,8,16,8,32,56,Norwood,22.309999
222,2019,8,16,8,32,60,Norwood,20.459999
223,2019,8,16,8,40,0,Norwood,18.620001
224,2019,8,16,8,40,4,Norwood,19.129999
225,2019,8,16,8,40,8,Norwood,19.200001
226,2019,8,16,8,40,12,Norwood,18.620001
227,2019,8,16,8,40,16,Norwood,19.4
228,2019,8,16,8,40,20,Norwood,20.790001
229,2019,8,16,8,40,24,Norwood,19.879999
230,2019,8,16,8,40,28,Norwood,17.879999
231,2019,8,16,8,40,32,Norwood,17.93
232,2019,8,16,8,40,36,Norwood,19.4
233,2019,8,16,8,40,40,Norwood,17.57
234,2019,8,16,8,40,44,Norwood,18.799999
235,2019,8,16,8,40,48,Norwood,20.57
236,2019,8,16,8,40,52,Norwood,20.17
237,2019,8,16,8,40,56,Norwood,21.620001
238,2019,8,16,8,40,60,Norwood,23.549999
239,2019,8,16,8,48,0,Norwood,23.42
240,2019,8,16,8,48,4,Norwood,24.309999
241,2019,8,16,8,48,8,Norwood,25.4
242,2019,8,16,8,48,12,Norwood,24.26
243,2019,8,16,8,48,16,Norwood,24.110001
244,2019,8,16,8,48,20,Norwood,25.799999
245,2019,8,16,8,48,24,Norwood,24.91
246,2019,8,16,8,48,28,Norwood,26.77
247,2019,8,16,8,48,32,Norwood,28.129999
248,2019,8,16,8,48,36,Norwood,29.24
249,2019,8,16,8,48,40,Norwood,29.93
250,2019,8,16,8,48,44,Norwood,27.99
251,2019,8,16,8,48,48,Norwood,29.82
252,2019,8,16,8,48,52,Norwood,31.549999
253,2019,8,16,8,48,56,Norwood,30.99
254,2019,8,16,8,48,60,Norwood,32.799999
